   88200.      -14.356      -6.0691    
   91800.      -12.649      -7.4938    
   95400.      -11.571      -7.8918    
   99000.      -10.102      -5.4884    
  0.10260E+06  -9.9701      -5.3729    
  0.10620E+06  -10.671      -6.5712    
  0.10980E+06  -10.465      -2.8345    
  0.11340E+06  -10.291      -2.5881    
  0.11700E+06  -10.020      -3.3915    
  0.12060E+06  -7.6946      -3.0528    
  0.12420E+06  -8.1973      -3.9631    
  0.12780E+06  -12.947      -7.6288    
  0.13140E+06  -16.383      -7.7308    
  0.13500E+06  -16.702      -7.1018    
  0.13860E+06  -6.0847      -2.9799    
  0.14220E+06  -14.104      -7.3438    
  0.14580E+06  -22.312      -11.658    
  0.14940E+06  -29.217      -14.600    
  0.15300E+06  -30.292      -14.849    
  0.15660E+06  -31.393      -14.635    
  0.16020E+06  -32.328      -14.454    
  0.16380E+06  -26.990      -11.412    
  0.16740E+06  -16.684      -5.7037    
  0.17100E+06  -12.070      -5.5420    
  0.17460E+06  -13.348      -7.3639    
  0.17820E+06  -22.454      -13.476    
  0.18180E+06  -28.351      -14.772    
  0.18540E+06  -29.423      -14.444    
  0.18900E+06  -12.277      -6.9556    
  0.19260E+06  -13.128      -6.4774    
  0.19620E+06  -15.719      -6.5665    
  0.19980E+06  -17.554      -5.7277    
  0.20340E+06  -16.239      -5.2488    
  0.20700E+06  -12.508      -4.5790    
  0.21060E+06  -22.050      -5.9049    
  0.21420E+06  -24.891      -7.0219    
  0.21780E+06  -21.129      -9.2702    
  0.22140E+06  -21.384      -8.9333    
  0.22500E+06  -20.469      -8.3992    
  0.22860E+06  -13.248      -6.4515    
  0.23220E+06  -14.907      -8.1087    
  0.23580E+06  -16.131      -9.4875    
  0.23940E+06  -11.808      -8.7523    
  0.24300E+06  -12.063      -8.6852    
  0.24660E+06  -12.733      -8.4853    
  0.25020E+06  -5.8057      -2.6135    
  0.25380E+06  -4.7324      -1.4007    
  0.25740E+06  -5.3391      -1.3172    
  0.26100E+06 -0.82631      -1.4566    
  0.26460E+06  0.53931      -2.0078    
  0.26820E+06 -0.41366      -3.8228    
  0.27180E+06   1.3216      -3.3564    
  0.27540E+06   2.2590      -3.0878    
  0.27900E+06  0.20312      -3.6532    
  0.28260E+06  -1.1985      -3.1871    
  0.28620E+06  -2.6209      -2.4979    
  0.28980E+06  0.68673      -1.6208    
  0.29340E+06  0.41968      -1.8923    
  0.29700E+06  -1.9720      -2.9941    
  0.30060E+06  -2.5466      -4.6822    
  0.30420E+06  -2.7591      -4.9870    
  0.30780E+06  -2.6546      -3.3911    
  0.31140E+06  -1.5336      -3.5145    
  0.31500E+06 -0.69332      -3.3665    
  0.31860E+06  0.13612      -1.7272    
  0.32220E+06   1.2576      -2.4352    
  0.32580E+06   2.0949      -3.4518    
  0.32940E+06  0.35523      -6.8215    
  0.33300E+06 -0.16473      -6.2479    
  0.33660E+06 -0.56881      -4.9290    
  0.34020E+06  0.27918E-01  -3.6949    
  0.34380E+06 -0.48034      -2.6479    
  0.34740E+06  -1.8407     -0.96736    
  0.35100E+06 -0.17699      -2.0912    
  0.35460E+06  0.65531      -2.4647    
  0.35820E+06   1.3429      -2.1572    
  0.36180E+06   6.2152     -0.86870    
  0.36540E+06   9.4915      0.17517    
  0.36900E+06   5.5412      0.89150    
  0.37260E+06   4.2810     -0.12611E-02
  0.37620E+06   3.1274      -1.3615    
  0.37980E+06   2.2601     -0.91009    
  0.38340E+06   2.2324      -1.5407    
  0.38700E+06   2.7130      -3.4072    
  0.39060E+06   4.0644      -2.0399    
  0.39420E+06   4.6818      -1.4260    
  0.39780E+06   4.8192      -1.3329    
  0.40140E+06   5.5944     -0.70789    
  0.40500E+06   6.0995     -0.37896    
  0.40860E+06   6.1713      -1.1802    
  0.41220E+06   6.2593      -2.1632    
  0.41580E+06   6.0698      -2.5509    
  0.41940E+06   3.4775      -3.3255    
  0.42300E+06   5.4690      -1.6942    
  0.42660E+06   8.5927      0.67008    
  0.43020E+06   8.5081       1.3689    
  0.43380E+06   7.0203     -0.39872    
  0.43740E+06   3.6666      -4.7963    
  0.44100E+06   4.5143      -1.5197    
  0.44460E+06   4.0420     -0.90790    
  0.44820E+06  0.26777      -4.5304    
  0.45180E+06   2.1970      -2.4170    
  0.45540E+06   3.6876     -0.54109    
  0.45900E+06   1.0919     -0.38817    
  0.46260E+06  -3.3866      -1.7374    
  0.46620E+06  -9.7810      -3.8453    
  0.46980E+06  -16.484      -5.5824    
  0.47340E+06  -15.240      -5.7676    
  0.47700E+06  -7.2800      -5.0325    
  0.48060E+06  -8.0278      -5.6572    
  0.48420E+06  -8.2045      -5.6201    
  0.48780E+06  -7.5452      -4.2974    
  0.49140E+06  -28.468      -10.634    
  0.49500E+06  -44.443      -16.275    
  0.49860E+06  -61.314      -26.588    
  0.50220E+06  -46.489      -19.879    
  0.50580E+06  -31.423      -12.868    
  0.50940E+06  -23.501      -8.6288    
  0.51300E+06  -22.120      -7.6437    
  0.51660E+06  -21.516      -7.0424    
  0.52020E+06  -20.717      -9.2680    
  0.52380E+06  -20.935      -9.7853    
  0.52740E+06  -21.942      -9.7337    
  0.53100E+06  -25.135      -9.8423    
  0.53460E+06  -25.796      -9.4783    
  0.53820E+06  -21.541      -7.3966    
  0.54180E+06  -23.968      -6.6026    
  0.54540E+06  -28.075      -6.7487    
  0.54900E+06  -51.501      -17.088    
  0.55260E+06  -57.547      -16.853    
  0.55620E+06  -61.817      -14.133    
  0.55980E+06  -60.295      -16.337    
  0.56340E+06  -53.146      -15.066    
  0.56700E+06  -35.327      -10.083    
  0.57060E+06  -31.252      -10.987    
  0.57420E+06  -27.957      -10.178    
  0.57780E+06  -21.672      -5.2517    
  0.58140E+06  -18.734      -4.2835    
  0.58500E+06  -16.670      -4.1419    
  0.58860E+06  -14.810      -6.7899    
  0.59220E+06  -15.557      -6.6859    
  0.59580E+06  -16.137      -6.3472    
  0.59940E+06  -13.711      -5.0184    
  0.60300E+06  -15.571      -5.6983    
  0.60660E+06  -18.814      -7.0342    
  0.61020E+06  -23.929      -12.138    
  0.61380E+06  -22.961      -11.725    
  0.61740E+06  -16.972      -7.1993    
  0.62100E+06  -14.677      -8.5055    
  0.62460E+06  -14.915      -8.8259    
  0.62820E+06  -22.582      -6.9149    
  0.63180E+06  -20.584      -5.3340    
  0.63540E+06  -18.030      -3.7926    
  0.63900E+06  -14.157      -1.7935    
  0.64260E+06  -12.196      -2.1742    
  0.64620E+06  -9.9959      -3.2941    
  0.64980E+06  -14.856      -2.8358    
  0.65340E+06  -27.764      -7.3642    
  0.65700E+06  -58.102      -19.583    
  0.66060E+06  -66.994      -21.360    
  0.66420E+06  -68.694      -20.881    
  0.66780E+06  -60.585      -16.026    
  0.67140E+06  -34.214      -8.7805    
  0.67500E+06  -21.913      -6.3356    
  0.67860E+06  -44.717      -18.234    
  0.68220E+06  -36.854      -13.547    
  0.68580E+06  -28.602      -8.7486    
  0.68940E+06  -26.669      -8.3856    
  0.69300E+06  -24.012      -7.8864    
  0.69660E+06  -22.858      -7.6681    
  0.70020E+06  -21.977      -7.4204    
  0.70380E+06  -20.720      -7.2172    
  0.70740E+06  -17.890      -6.8395    
  0.71100E+06  -20.182      -6.6309    
  0.71460E+06  -22.043      -6.6827    
  0.71820E+06  -25.677      -7.6553    
  0.72180E+06  -25.024      -7.5614    
  0.72540E+06  -22.549      -7.1278    
  0.72900E+06  -20.545      -6.7768    
  0.73260E+06  -19.601      -6.2204    
  0.73620E+06  -18.367      -5.3583    
  0.73980E+06  -18.789      -5.2883    
  0.74340E+06  -18.502      -5.4759    
  0.74700E+06  -17.487      -5.9989    
  0.75060E+06  -19.873      -4.2279    
  0.75420E+06  -19.739      -3.8406    
  0.75780E+06  -15.650      -5.0547    
  0.76140E+06  -17.465      -7.2535    
  0.76500E+06  -20.689      -8.8179    
  0.76860E+06  -33.309      -10.494    
  0.77220E+06  -30.464      -7.8356    
  0.77580E+06  -27.163      -5.5021    
  0.77940E+06  -24.892      -6.9732    
  0.78300E+06  -21.703      -5.9917    
  0.78660E+06  -17.206      -4.1400    
  0.79020E+06  -11.169     -0.18091    
  0.79380E+06  -11.307     -0.42598    
  0.79740E+06  -16.724      -4.4302    
  0.80100E+06  -11.232      -1.3241    
  0.80460E+06  -8.3396     -0.11043    
  0.80820E+06  -9.8887      -3.6387    
  0.81180E+06  -8.7818      -2.8735    
  0.81540E+06  -7.1256      -1.7345    
  0.81900E+06 -0.17592      0.48819    
  0.82260E+06   1.0658       1.6530    
  0.82620E+06   1.4717       3.0245    
  0.82980E+06   8.2473       5.9293    
  0.83340E+06   11.012       7.0625    
  0.83700E+06   13.516       8.0116    
  0.84060E+06   13.385       8.7457    
  0.84420E+06   13.041       8.1576    
  0.84780E+06   12.010       5.1325    
  0.85140E+06   8.1214       2.6670    
  0.85500E+06   6.0912       1.7580    
  0.85860E+06   6.9991       4.4372    
  0.86220E+06   6.2722       2.8827    
  0.86580E+06   5.3830       1.1153    
  0.86940E+06   2.8633      -2.2336    
  0.87300E+06   1.6872      -1.0960    
  0.87660E+06  0.43477       1.3904    
  0.88020E+06   4.3305       2.4963    
  0.88380E+06   5.3349       2.9647    
  0.88740E+06   4.8817       3.3899    
  0.89100E+06  -3.5009      -2.0464    
  0.89460E+06  -8.9514      -5.0800    
  0.89820E+06  -12.824      -4.4029    
  0.90180E+06  -10.059      -2.0745    
  0.90540E+06  -7.3394      0.30050E-01
  0.90900E+06  -11.450      -2.4692    
  0.91260E+06  -11.273      -2.3224    
  0.91620E+06  -10.147      -1.6050    
  0.91980E+06  -12.307      -4.2905    
  0.92340E+06  -13.367      -5.0879    
  0.92700E+06  -14.572      -5.4425    
  0.93060E+06  -5.6803     -0.37319    
  0.93420E+06  -1.7743       1.7404    
  0.93780E+06  0.92549       2.9184    
  0.94140E+06 -0.69322E-01  0.74641    
  0.94500E+06 -0.44223      0.29344    
  0.94860E+06  0.43263       4.0938    
  0.95220E+06  -8.4542      -4.0258    
  0.95580E+06  -18.368      -12.090    
  0.95940E+06  -43.111      -20.998    
  0.96300E+06  -49.158      -21.556    
  0.96660E+06  -53.474      -20.543    
  0.97020E+06  -61.814      -22.585    
  0.97380E+06  -64.181      -22.253    
  0.97740E+06  -63.770      -19.369    
  0.98100E+06  -68.254      -21.611    
  0.98460E+06  -74.235      -23.223    
  0.98820E+06  -95.575      -25.087    
  0.99180E+06  -98.930      -26.918    
  0.99540E+06  -99.984      -28.209    
  0.99900E+06  -87.605      -23.509    
  0.10026E+07  -91.857      -24.760    
  0.10062E+07  -100.29      -27.355    
  0.10098E+07  -106.87      -26.624    
  0.10134E+07  -102.95      -27.060    
  0.10170E+07  -92.399      -28.249    
  0.10206E+07  -91.789      -31.352    
  0.10242E+07  -86.244      -28.946    
  0.10278E+07  -70.219      -18.798    
  0.10314E+07  -77.656      -20.338    
  0.10350E+07  -81.464      -22.326    
