   0.0000       724.03       0.0000         Infinity   0.0000    
  0.65013E-06   1236.3       0.0000         Infinity   0.0000    
  0.13003E-05   1330.8       0.0000         Infinity   0.0000    
  0.19504E-05   1569.0       0.0000         Infinity   0.0000    
  0.26005E-05   1629.1       0.0000         Infinity   0.0000    
  0.32506E-05   1713.3       0.0000         Infinity   0.0000    
  0.39008E-05   1761.4       0.0000         Infinity   0.0000    
  0.45509E-05   2117.6       0.0000         Infinity   0.0000    
  0.52010E-05   2543.8       0.0000         Infinity   0.0000    
  0.58511E-05   3221.3       0.0000         Infinity   0.0000    
  0.65013E-05   6649.5       0.0000         Infinity   0.0000    
  0.71514E-05   10081.       0.0000         Infinity   0.0000    
  0.78015E-05   10329.       0.0000         Infinity   0.0000    
  0.84517E-05   10449.       0.0000         Infinity   0.0000    
  0.91018E-05   10460.       0.0000         Infinity   0.0000    
  0.97519E-05   10889.       0.0000         Infinity   0.0000    
  0.10402E-04   10659.       0.0000         Infinity   0.0000    
  0.11052E-04   9824.9       0.0000         Infinity   0.0000    
  0.11702E-04   9454.6       0.0000         Infinity   0.0000    
  0.12352E-04   8512.6       0.0000         Infinity   0.0000    
  0.13003E-04   7792.1       0.0000         Infinity   0.0000    
  0.13653E-04   6783.1       0.0000         Infinity   0.0000    
  0.14303E-04   5058.3       0.0000         Infinity   0.0000    
  0.14953E-04   3351.3       0.0000         Infinity   0.0000    
  0.15603E-04   2012.6       0.0000         Infinity   0.0000    
  0.16253E-04   1795.5       0.0000         Infinity   0.0000    
  0.16903E-04   1665.8       0.0000         Infinity   0.0000    
  0.17553E-04   1599.3       0.0000         Infinity   0.0000    
  0.18204E-04   1794.6       0.0000         Infinity   0.0000    
  0.18854E-04   650.14       0.0000         Infinity   0.0000    
  0.19504E-04   856.03       0.0000         Infinity   0.0000    
  0.20154E-04   1438.1       0.0000         Infinity   0.0000    
  0.20804E-04   1397.0       0.0000         Infinity   0.0000    
  0.21454E-04   1544.4       0.0000         Infinity   0.0000    
  0.22104E-04   1553.4       0.0000         Infinity   0.0000    
  0.22754E-04   1454.7       0.0000         Infinity   0.0000    
  0.23405E-04   1585.3       0.0000         Infinity   0.0000    
  0.24055E-04   1647.4       0.0000         Infinity   0.0000    
  0.24705E-04   1605.4       0.0000         Infinity   0.0000    
  0.25355E-04   1791.2       0.0000         Infinity   0.0000    
  0.26005E-04   1739.4       0.0000         Infinity   0.0000    
  0.26655E-04   1773.3       0.0000         Infinity   0.0000    
  0.27305E-04   1767.6       0.0000         Infinity   0.0000    
  0.27955E-04   1504.3       0.0000         Infinity   0.0000    
  0.28606E-04   762.36       0.0000         Infinity   0.0000    
  0.29256E-04   320.03       0.0000         Infinity   0.0000    
  0.29906E-04   330.93       0.0000         Infinity   0.0000    
  0.30556E-04   261.86       0.0000         Infinity   0.0000    
  0.31206E-04   238.58       0.0000         Infinity   0.0000    
  0.31856E-04   245.10       0.0000         Infinity   0.0000    
  0.32506E-04   246.56       0.0000         Infinity   0.0000    
  0.33156E-04   151.59       0.0000         Infinity   0.0000    
  0.33807E-04   172.38       0.0000         Infinity   0.0000    
  0.34457E-04   377.69       0.0000         Infinity   0.0000    
  0.35107E-04   261.35       0.0000         Infinity   0.0000    
  0.35757E-04   242.09       0.0000         Infinity   0.0000    
  0.36407E-04   248.59       0.0000         Infinity   0.0000    
  0.37057E-04   256.81       0.0000         Infinity   0.0000    
  0.37707E-04   273.12       0.0000         Infinity   0.0000    
  0.38358E-04   304.39       0.0000         Infinity   0.0000    
  0.39008E-04   391.92       0.0000         Infinity   0.0000    
  0.39658E-04   466.71       0.0000         Infinity   0.0000    
  0.40308E-04   492.18       0.0000         Infinity   0.0000    
  0.40958E-04   581.11       0.0000         Infinity   0.0000    
  0.41608E-04   890.30       0.0000         Infinity   0.0000    
  0.42258E-04   755.92       0.0000         Infinity   0.0000    
  0.42908E-04   848.23       0.0000         Infinity   0.0000    
  0.43559E-04   859.12       0.0000         Infinity   0.0000    
  0.44209E-04   811.47       0.0000         Infinity   0.0000    
  0.44859E-04   1037.2       0.0000         Infinity   0.0000    
  0.45509E-04   941.10       0.0000         Infinity   0.0000    
  0.46159E-04   1109.0       0.0000         Infinity   0.0000    
  0.46809E-04   666.14       0.0000         Infinity   0.0000    
  0.47459E-04   444.89       0.0000         Infinity   0.0000    
  0.48109E-04   535.76       0.0000         Infinity   0.0000    
  0.48760E-04   192.89       0.0000         Infinity   0.0000    
  0.49410E-04   203.49       0.0000         Infinity   0.0000    
  0.50060E-04   260.64       0.0000         Infinity   0.0000    
  0.50710E-04   371.51       0.0000         Infinity   0.0000    
  0.51360E-04   415.70       0.0000         Infinity   0.0000    
  0.52010E-04   318.67       0.0000         Infinity   0.0000    
  0.52660E-04   334.09       0.0000         Infinity   0.0000    
  0.53310E-04   402.27       0.0000         Infinity   0.0000    
  0.53961E-04   416.36       0.0000         Infinity   0.0000    
  0.54611E-04   379.57       0.0000         Infinity   0.0000    
  0.55261E-04   395.91       0.0000         Infinity   0.0000    
  0.55911E-04   436.90       0.0000         Infinity   0.0000    
  0.56561E-04   382.95       0.0000         Infinity   0.0000    
  0.57211E-04   294.37       0.0000         Infinity   0.0000    
  0.57861E-04   229.14       0.0000         Infinity   0.0000    
  0.58511E-04   179.56       0.0000         Infinity   0.0000    
  0.59162E-04   173.29       0.0000         Infinity   0.0000    
  0.59812E-04   181.79       0.0000         Infinity   0.0000    
  0.60462E-04   173.48       0.0000         Infinity   0.0000    
  0.61112E-04   155.85       0.0000         Infinity   0.0000    
  0.61762E-04   113.87       0.0000         Infinity   0.0000    
  0.62412E-04   109.18       0.0000         Infinity   0.0000    
  0.63062E-04   101.89       0.0000         Infinity   0.0000    
  0.63712E-04   69.893       0.0000         Infinity   0.0000    
  0.64363E-04   121.00       0.0000         Infinity   0.0000    
  0.65013E-04   93.006       0.0000         Infinity   0.0000    
  0.65663E-04   100.45       0.0000         Infinity   0.0000    
  0.66313E-04   131.29       0.0000         Infinity   0.0000    
  0.66963E-04   125.47       0.0000         Infinity   0.0000    
  0.67613E-04   169.36       0.0000         Infinity   0.0000    
  0.68263E-04   144.01       0.0000         Infinity   0.0000    
  0.68914E-04   182.53       0.0000         Infinity   0.0000    
  0.69564E-04   133.84       0.0000         Infinity   0.0000    
  0.70214E-04   129.06       0.0000         Infinity   0.0000    
  0.70864E-04   127.79       0.0000         Infinity   0.0000    
  0.71514E-04   63.620       0.0000         Infinity   0.0000    
  0.72164E-04   51.097       0.0000         Infinity   0.0000    
  0.72814E-04   42.182       0.0000         Infinity   0.0000    
  0.73464E-04   41.894       0.0000         Infinity   0.0000    
  0.74115E-04   20.429       0.0000         Infinity   0.0000    
  0.74765E-04   29.037       0.0000         Infinity   0.0000    
  0.75415E-04   56.372       0.0000         Infinity   0.0000    
  0.76065E-04   65.487       0.0000         Infinity   0.0000    
  0.76715E-04   71.313       0.0000         Infinity   0.0000    
  0.77365E-04   65.314       0.0000         Infinity   0.0000    
  0.78015E-04   62.037       0.0000         Infinity   0.0000    
  0.78665E-04   66.065       0.0000         Infinity   0.0000    
  0.79316E-04   56.722       0.0000         Infinity   0.0000    
  0.79966E-04   84.460       0.0000         Infinity   0.0000    
  0.80616E-04   74.473       0.0000         Infinity   0.0000    
  0.81266E-04   74.063       0.0000         Infinity   0.0000    
  0.81916E-04   72.236       0.0000         Infinity   0.0000    
  0.82566E-04   62.967       0.0000         Infinity   0.0000    
  0.83216E-04   72.520       0.0000         Infinity   0.0000    
  0.83866E-04   78.302       0.0000         Infinity   0.0000    
  0.84517E-04   76.623       0.0000         Infinity   0.0000    
  0.85167E-04   73.986       0.0000         Infinity   0.0000    
  0.85817E-04   75.608       0.0000         Infinity   0.0000    
  0.86467E-04   62.328       0.0000         Infinity   0.0000    
  0.87117E-04   56.998       0.0000         Infinity   0.0000    
  0.87767E-04   58.601       0.0000         Infinity   0.0000    
  0.88417E-04   49.646       0.0000         Infinity   0.0000    
  0.89067E-04   46.361       0.0000         Infinity   0.0000    
  0.89718E-04   52.391       0.0000         Infinity   0.0000    
  0.90368E-04   48.351       0.0000         Infinity   0.0000    
  0.91018E-04   37.295       0.0000         Infinity   0.0000    
  0.91668E-04   32.631       0.0000         Infinity   0.0000    
  0.92318E-04   33.657       0.0000         Infinity   0.0000    
  0.92968E-04   38.786       0.0000         Infinity   0.0000    
  0.93618E-04   39.163       0.0000         Infinity   0.0000    
  0.94268E-04   34.265       0.0000         Infinity   0.0000    
  0.94919E-04   33.184       0.0000         Infinity   0.0000    
  0.95569E-04   37.499       0.0000         Infinity   0.0000    
  0.96219E-04   36.804       0.0000         Infinity   0.0000    
  0.96869E-04   41.208       0.0000         Infinity   0.0000    
  0.97519E-04   38.853       0.0000         Infinity   0.0000    
  0.98169E-04   28.317       0.0000         Infinity   0.0000    
  0.98819E-04   26.485       0.0000         Infinity   0.0000    
  0.99470E-04   21.296       0.0000         Infinity   0.0000    
  0.10012E-03   19.325       0.0000         Infinity   0.0000    
  0.10077E-03   19.333       0.0000         Infinity   0.0000    
  0.10142E-03   19.910       0.0000         Infinity   0.0000    
