   0.0000       373.43       0.0000         Infinity  0.38620E-03
  0.65013E-06   682.37       0.0000         Infinity  0.74154    
  0.13003E-05   7231.4       0.0000         Infinity   3.5884    
  0.19504E-05   873.69       0.0000         Infinity   2.0465    
  0.26005E-05   1247.4       0.0000         Infinity  0.17789    
  0.32506E-05   1327.6       0.0000         Infinity  0.15647    
  0.39008E-05   1236.6       0.0000         Infinity  0.82735    
  0.45509E-05   1807.7       0.0000         Infinity  0.62657    
  0.52010E-05   2407.8       0.0000         Infinity  0.16366    
  0.58511E-05   2977.5       0.0000         Infinity   2.0015    
  0.65013E-05   3129.4       0.0000         Infinity   1.8597    
  0.71514E-05   3034.8       0.0000         Infinity  0.31882    
  0.78015E-05   3043.8       0.0000         Infinity  0.39175    
  0.84517E-05   2690.2       0.0000         Infinity   1.2207    
  0.91018E-05   3626.3       0.0000         Infinity  0.64089    
  0.97519E-05   3506.6       0.0000         Infinity   2.3074    
  0.10402E-04   80893.       0.0000         Infinity   9.3007    
  0.11052E-04   2811.6       0.0000         Infinity   2.9645    
  0.11702E-04   2499.9       0.0000         Infinity  0.24599    
  0.12352E-04   2696.5       0.0000         Infinity  0.35695    
  0.13003E-04   2223.9       0.0000         Infinity  0.34271    
  0.13653E-04   1811.5       0.0000         Infinity  0.15090    
  0.14303E-04   1477.3       0.0000         Infinity   1.3433    
  0.14953E-04   1870.0       0.0000         Infinity   2.8160    
  0.15603E-04   1415.2       0.0000         Infinity  0.36616    
  0.16253E-04   1504.9       0.0000         Infinity  0.56732    
  0.16903E-04   1295.4       0.0000         Infinity  0.87108    
  0.17553E-04   1351.8       0.0000         Infinity  0.94314E-01
  0.18204E-04   1480.7       0.0000         Infinity   2.1927    
  0.18854E-04   3845.8       0.0000         Infinity   4.3546    
  0.19504E-04   812.66       0.0000         Infinity  0.75351E-01
  0.20154E-04   789.32       0.0000         Infinity  0.89593    
  0.20804E-04   636.69       0.0000         Infinity  0.57289    
  0.21454E-04   744.66       0.0000         Infinity  0.13110    
  0.22104E-04   598.99       0.0000         Infinity  0.82212E-01
  0.22754E-04   662.34       0.0000         Infinity  0.13210    
  0.23405E-04   496.32       0.0000         Infinity   1.1662    
  0.24055E-04   555.90       0.0000         Infinity   7.1931    
